current_price,num_bids,time_left_sec,max_bid,bid_successful
117.5,95.0,6274.972800000019,1000,0
117.5,115.0,4882.982399999982,1000,0
117.5,100.0,4208.976000000005,1000,0
117.5,117.5,90.97920000001665,1000,0
120.0,2.0,253561.01760000002,1000,0
120.0,15.25,248553.9648,1000,0
120.0,3.0,243083.03040000002,1000,0
120.0,10.0,243069.984,1000,0
120.0,24.99,243038.9664,1000,0
120.0,20.0,237643.9776,1000,0
120.0,22.0,237638.01600000003,1000,0
120.0,24.0,237629.98080000002,1000,0
120.0,26.0,237620.9952,1000,0
120.0,80.0,208173.02400000003,1000,0
120.0,75.0,202402.02240000002,1000,0
120.0,85.0,202355.9712,1000,0
120.0,83.0,188658.9792,1000,0
120.0,100.0,172289.9808,1000,0
120.0,100.0,171702.9792,1000,0
120.0,110.0,171671.9616,1000,0
120.0,105.0,17337.024000000005,1000,0
120.0,110.0,17307.993600000016,1000,0
120.0,115.0,17262.979200000016,1000,0
120.0,115.0,2722.03200000001,1000,0
120.0,117.5,2353.0175999999983,1000,0
120.0,120.0,24.019199999980856,1000,0
132.5,65.01,248586.9696,1000,0
132.5,31.0,130277.98079999999,1000,0
132.5,50.0,106589.00159999999,1000,0
132.5,60.0,106568.95679999999,1000,0
132.5,79.01,78794.98560000001,1000,0
132.5,70.0,36467.0208,1000,0
132.5,75.0,36399.97439999999,1000,0
132.5,80.0,36324.97919999998,1000,0
132.5,100.0,14254.012799999993,1000,0
132.5,100.0,4638.988799999987,1000,0
132.5,120.0,4621.017600000007,1000,0
132.5,105.0,945.9936000000084,1000,0
132.5,110.0,935.0208000000094,1000,0
132.5,115.0,923.011200000019,1000,0
132.5,120.0,916.9632000000178,1000,0
132.5,125.0,909.9647999999988,1000,0
132.5,130.0,590.9759999999962,1000,0
132.5,130.0,301.0175999999845,1000,0
132.5,132.5,290.99520000000325,1000,0
132.5,132.5,191.0303999999968,1000,0
114.5,5.0,255428.03519999998,1000,0
114.5,1.25,255108.0096,1000,0
114.5,5.0,255068.95679999999,1000,0
114.5,10.0,255029.99039999998,1000,0
114.5,50.0,213242.97600000002,1000,0
114.5,15.0,185150.9664,1000,0
114.5,30.0,185117.9616,1000,0
114.5,65.0,184817.0304,1000,0
114.5,60.0,167880.0384,1000,0
114.5,80.0,103239.0144,1000,0
114.5,90.11,65484.02879999999,1000,0
114.5,90.0,49833.01439999999,1000,0
114.5,92.0,49777.97760000001,1000,0
114.5,101.09,31109.961600000017,1000,0
114.5,94.0,30201.03360000001,1000,0
114.5,96.0,30179.0016,1000,0
114.5,101.0,21598.01279999999,1000,0
114.5,111.0,15461.020799999997,1000,0
114.5,106.5,1670.9760000000117,1000,0
114.5,112.0,1654.041599999985,1000,0
114.5,114.5,66.00960000001805,1000,0
100.0,1.0,258184.97280000002,1000,0
100.0,30.25,255318.99839999998,1000,0
100.0,5.0,233196.9696,1000,0
100.0,10.0,233180.98559999999,1000,0
100.0,15.0,218137.0176,1000,0
100.0,20.0,218121.98400000003,1000,0
100.0,25.0,207224.00639999998,1000,0
100.0,30.0,207218.9952,1000,0
100.0,33.02,207213.03359999997,1000,0
100.0,55.0,51242.02559999999,1000,0
100.0,40.0,31574.016,1000,0
100.0,45.0,31544.03519999999,1000,0
100.0,50.0,31525.027199999982,1000,0
100.0,55.0,19372.003200000017,1000,0
100.0,60.0,19354.032,1000,0
100.0,57.0,18429.98399999999,1000,0
100.0,60.0,18413.99999999998,1000,0
100.0,61.5,18401.04000000001,1000,0
100.0,70.0,14055.984000000017,1000,0
100.0,63.5,13216.003200000016,1000,0
100.0,70.0,13203.043200000007,1000,0
100.0,71.0,13191.983999999997,1000,0
100.0,72.0,12787.977600000006,1000,0
100.0,76.0,11082.009600000014,1000,0
100.0,74.0,10996.041600000006,1000,0
100.0,80.0,9826.012799999993,1000,0
100.0,80.0,8826.969600000013,1000,0
100.0,81.0,8821.007999999985,1000,0
100.0,82.0,4637.001600000016,1000,0
100.0,83.0,4429.9872000000105,1000,0
100.0,100.0,3480.9696000000017,1000,0
100.0,85.0,3332.9663999999952,1000,0
100.0,90.0,3325.9680000000144,1000,0
100.0,100.0,3318.019200000016,1000,0
90.0,50.0,38488.003200000014,1000,0
90.0,60.0,38395.9872,1000,0
90.0,56.0,36951.03360000001,1000,0
90.0,65.0,36925.9776,1000,0
90.0,70.0,30994.0128,1000,0
90.0,67.0,16055.020799999995,1000,0
90.0,70.0,16044.998400000013,1000,0
90.0,75.0,16039.036799999985,1000,0
90.0,82.0,16008.019199999986,1000,0
90.0,89.0,7356.009599999988,1000,0
90.0,85.0,2649.974399999991,1000,0
90.0,90.0,280.97279999998364,1000,0
96.99,50.0,52667.0208,1000,0
96.99,60.0,50561.0208,1000,0
96.99,55.11,39214.02240000001,1000,0
96.99,61.5,39162.00959999999,1000,0
96.99,62.0,31229.971199999985,1000,0
96.99,96.99,25543.987199999992,1000,0
96.99,64.5,17964.97919999999,1000,0
96.99,67.75,17948.995199999983,1000,0
96.99,70.0,17933.96159999999,1000,0
96.99,77.75,17917.027200000004,1000,0
96.99,89.0,17870.976000000013,1000,0
96.99,93.0,17840.995200000005,1000,0
96.99,95.99,53.99999999998926,1000,0
127.5,120.0,16119.043200000004,1000,0
127.5,124.0,16109.020799999984,1000,0
127.5,127.5,2133.0431999999846,1000,0
127.5,125.0,168.99839999998676,1000,0
127.5,127.5,101.0015999999979,1000,0
130.0,130.0,3149.9712000000086,1000,0
130.0,122.5,198.0288000000158,1000,0
130.0,127.5,179.02080000000637,1000,0
141.0,60.0,242705.03040000002,1000,0
141.0,70.0,109188.0,1000,0
141.0,70.0,77352.9696,1000,0
141.0,77.0,77321.00159999999,1000,0
141.0,80.0,31238.006399999995,1000,0
141.0,83.0,22561.977600000017,1000,0
141.0,83.0,20399.990400000017,1000,0
141.0,85.0,20380.03199999999,1000,0
141.0,125.0,18919.00800000001,1000,0
141.0,87.0,15642.028800000013,1000,0
141.0,90.0,15633.043199999984,1000,0
141.0,100.0,12343.017600000006,1000,0
141.0,110.0,12315.024000000007,1000,0
141.0,120.0,12291.004799999988,1000,0
141.0,125.0,12264.998399999997,1000,0
141.0,130.0,12235.017599999988,1000,0
141.0,130.0,3010.003200000013,1000,0
141.0,133.0,2994.969599999983,1000,0
141.0,136.0,630.9791999999859,1000,0
141.0,138.5,510.0191999999993,1000,0
141.0,141.0,97.0272000000179,1000,0
141.0,141.0,41.99039999999883,1000,0
137.5,10.01,242653.0176,1000,0
137.5,25.0,217188.0,1000,0
137.5,15.0,115136.98559999999,1000,0
137.5,16.0,92944.0224,1000,0
137.5,20.0,92930.97600000001,1000,0
137.5,21.0,92890.0224,1000,0
