current_price,num_bids,time_left_sec,max_bid,bid_successful
311.6,52.99,500989.968,1000,0
311.6,50.99,500787.9648,1000,0
311.6,101.99,500736.9888,1000,0
311.6,57.0,457191.0432,1000,0
311.6,144.48,337848.9696,1000,0
311.6,170.0,242959.99680000002,1000,0
311.6,189.0,151562.01600000003,1000,0
311.6,298.48,98234.98560000001,1000,0
311.6,200.0,57471.98400000001,1000,0
311.6,250.0,38984.02559999998,1000,0
311.6,306.6,31628.01599999999,1000,0
311.6,311.6,229.996799999995,1000,0
139.3,10.0,545812.0416,1000,0
139.3,11.0,538987.9968,1000,0
139.3,11.0,436210.01279999997,1000,0
139.3,13.37,436173.0336,1000,0
139.3,21.0,422358.01920000004,1000,0
139.3,15.0,394318.0224,1000,0
139.3,18.0,394292.9664,1000,0
139.3,20.0,394273.95840000006,1000,0
139.3,25.0,394224.9696,1000,0
139.3,35.0,381618.0,1000,0
139.3,30.0,330446.9952,1000,0
139.3,40.0,330338.9952,1000,0
139.3,37.5,317971.008,1000,0
139.3,75.0,281113.9776,1000,0
139.3,42.0,186531.98399999997,1000,0
139.3,45.0,186526.0224,1000,0
139.3,82.5,101222.0064,1000,0
139.3,99.0,79498.97279999999,1000,0
139.3,85.0,15557.011199999984,1000,0
139.3,87.0,15545.001599999994,1000,0
139.3,89.0,15536.015999999967,1000,0
139.3,95.0,15527.030400000016,1000,0
139.3,100.0,15518.995199999967,1000,0
139.3,110.0,5424.019199999981,1000,0
139.3,118.5,2929.996799999995,1000,0
139.3,127.75,2896.041600000007,1000,0
139.3,115.0,2227.9968000000194,1000,0
139.3,125.0,2208.038399999992,1000,0
139.3,136.8,1682.0351999999843,1000,0
139.3,130.0,1306.9727999999714,1000,0
139.3,139.3,19.007999999971048,1000,0
161.0,55.0,84581.02079999998,1000,0
161.0,51.0,53667.964800000016,1000,0
161.0,54.0,53634.96000000001,1000,0
161.0,59.66,43222.03200000001,1000,0
161.0,57.0,29870.035199999977,1000,0
161.0,60.0,29844.028800000026,1000,0
161.0,65.0,24740.985600000018,1000,0
161.0,65.0,22962.95999999997,1000,0
161.0,80.0,22805.971199999974,1000,0
161.0,67.0,19673.97119999998,1000,0
161.0,69.01,18797.01120000003,1000,0
161.0,71.01,17969.040000000023,1000,0
161.0,73.01,17959.017600000003,1000,0
161.0,80.0,17165.001599999978,1000,0
161.0,85.0,11590.991999999984,1000,0
161.0,100.0,10460.01599999998,1000,0
161.0,90.0,7878.038399999977,1000,0
161.0,99.0,7863.004800000024,1000,0
161.0,120.0,7847.9711999999945,1000,0
161.0,115.0,5427.993599999999,1000,0
161.0,140.0,4957.02720000001,1000,0
161.0,141.0,4217.011200000016,1000,0
161.0,130.0,2724.9696000000367,1000,0
161.0,140.0,2703.023999999962,1000,0
161.0,150.0,2686.003199999962,1000,0
161.0,150.0,1762.9920000000197,1000,0
161.0,160.0,1754.0063999999916,1000,0
161.0,161.0,1736.9855999999913,1000,0
61.0,15.0,527937.0048,1000,0
61.0,1.25,516271.968,1000,0
61.0,2.0,516243.02400000003,1000,0
61.0,5.0,422210.96640000003,1000,0
61.0,7.51,390742.9632,1000,0
61.0,30.0,352001.9808,1000,0
61.0,20.0,269829.96479999996,1000,0
61.0,25.0,269811.9936,1000,0
61.0,30.0,269794.02239999996,1000,0
61.0,31.0,269635.9968,1000,0
61.0,35.0,64880.00639999998,1000,0
61.0,40.0,27482.97599999998,1000,0
61.0,44.0,26015.990399999973,1000,0
61.0,43.0,16717.01759999998,1000,0
61.0,45.0,16687.03680000001,1000,0
61.0,46.0,501.9840000000272,1000,0
61.0,48.0,282.9600000000312,1000,0
61.0,50.0,243.99360000003298,1000,0
61.0,51.0,188.00640000003455,1000,0
61.0,52.0,123.03360000000794,1000,0
61.0,53.0,81.04319999997074,1000,0
61.0,56.0,71.02080000002786,1000,0
61.0,55.0,59.9616000000168,1000,0
61.0,61.0,48.98880000001782,1000,0
61.0,58.0,33.00480000000903,1000,0
61.0,60.0,20.9952000000186,1000,0
61.0,61.0,19.007999999971048,1000,0
167.5,50.0,226679.03999999998,1000,0
167.5,100.0,226660.98239999998,1000,0
167.5,51.0,77009.96160000001,1000,0
167.5,95.0,71149.96800000002,1000,0
167.5,125.0,18377.02080000003,1000,0
167.5,105.0,5145.033599999968,1000,0
167.5,110.0,1836.0000000000184,1000,0
167.5,115.0,1543.0175999999676,1000,0
167.5,120.0,447.9839999999996,1000,0
167.5,167.5,193.01759999996762,1000,0
167.5,130.0,127.0080000000263,1000,0
167.5,135.0,111.02400000001751,1000,0
167.5,140.0,95.04000000000872,1000,0
167.5,145.0,76.03200000003767,1000,0
167.5,150.0,59.9616000000168,1000,0
167.5,167.5,55.03680000001907,1000,0
167.5,155.0,43.97760000000801,1000,0
167.5,160.0,27.04320000001985,1000,0
167.5,165.0,10.022400000019616,1000,0
100.0,75.0,21279.024000000027,1000,0
100.0,100.0,4422.98880000003,1000,0
100.0,80.0,3482.0064000000316,1000,0
100.0,88.88,2412.979200000015,1000,0
100.0,95.0,15.033600000029423,1000,0
100.0,100.0,6.99839999998062,1000,0
126.0,30.0,604145.0016,1000,0
126.0,25.0,592449.0336,1000,0
126.0,30.0,592440.9984,1000,0
126.0,31.5,592423.9776,1000,0
126.0,50.0,436393.008,1000,0
126.0,33.5,421417.98720000003,1000,0
126.0,40.0,421407.96479999996,1000,0
126.0,45.0,421396.99199999997,1000,0
126.0,50.0,421388.0064,1000,0
126.0,55.0,421381.00800000003,1000,0
126.0,60.0,253411.9776,1000,0
126.0,60.0,188968.98239999995,1000,0
126.0,63.0,188926.04160000003,1000,0
126.0,62.0,32849.97119999997,1000,0
126.0,75.0,32833.03679999998,1000,0
126.0,70.0,23359.017600000003,1000,0
126.0,80.0,23350.031999999974,1000,0
126.0,82.0,15168.038400000023,1000,0
126.0,125.0,4598.985599999997,1000,0
126.0,90.0,4133.9807999999975,1000,0
126.0,101.0,4121.971200000007,1000,0
126.0,106.0,1052.9567999999954,1000,0
126.0,111.0,1034.985600000016,1000,0
126.0,116.0,1017.0144000000363,1000,0
126.0,121.0,895.0176000000198,1000,0
126.0,126.0,881.0207999999818,1000,0
306.0,20.0,604364.976,1000,0
306.0,20.0,523587.02400000003,1000,0
306.0,20.5,523575.9648,1000,0
306.0,30.0,499480.99199999997,1000,0
306.0,31.0,499430.96640000003,1000,0
306.0,25.0,444033.0144,1000,0
306.0,30.0,444017.98079999996,1000,0
306.0,35.0,444003.0336,1000,0
306.0,40.0,443993.0112,1000,0
306.0,60.0,443986.0128,1000,0
306.0,70.0,443977.0272,1000,0
306.0,75.0,443589.0048,1000,0
306.0,76.0,442019.03040000005,1000,0
306.0,75.0,414878.976,1000,0
306.0,85.0,346622.97599999997,1000,0
306.0,90.0,346606.992,1000,0
306.0,95.0,346592.9952,1000,0
306.0,80.0,95292.02879999997,1000,0
306.0,82.0,95275.00799999997,1000,0
306.0,90.0,95256.0,1000,0
306.0,92.0,95236.99200000003,1000,0
306.0,100.0,95219.02079999997,1000,0
306.0,100.0,84966.0192,1000,0
306.0,110.0,84942.00000000001,1000,0
306.0,115.0,79446.00960000003,1000,0
306.0,120.0,77218.01280000001,1000,0
306.0,120.0,71123.01120000002,1000,0
306.0,130.0,71090.00640000001,1000,0
306.0,135.0,71077.99680000002,1000,0
306.0,130.0,64930.982399999964,1000,0
306.0,135.0,51655.01759999998,1000,0
306.0,145.0,51634.02240000003,1000,0
306.0,140.0,50463.04320000004,1000,0
306.0,200.0,46417.96800000004,1000,0
306.0,306.0,12320.035199999978,1000,0
306.0,218.0,8230.031999999988,1000,0
306.0,225.0,8214.998400000037,1000,0
306.0,238.0,1792.0224000000103,1000,0
306.0,243.0,1773.9648000000188,1000,0
306.0,268.0,88.99200000000747,1000,0
306.0,285.0,50.97599999998863,1000,0
306.0,301.0,27.04320000001985,1000,0
167.5,101.5,256092.01919999998,1000,0
167.5,101.69,20042.985599999993,1000,0
167.5,104.2,7798.031999999997,1000,0
167.5,106.51,7607.001600000001,1000,0
167.5,150.0,7338.038400000008,1000,0
167.5,150.0,5584.0320000000165,1000,0
167.5,167.5,5572.972800000005,1000,0
167.5,160.0,1607.9903999999942,1000,0
167.5,165.0,1595.980800000004,1000,0
132.5,5.0,578442.9888,1000,0
132.5,10.0,551211.0048,1000,0
132.5,5.5,520558.96320000006,1000,0
132.5,7.0,520554.0384,1000,0
132.5,20.0,428371.0272,1000,0
132.5,20.0,413098.9632,1000,0
132.5,30.0,413035.02719999995,1000,0
132.5,50.01,360072.00000000006,1000,0
132.5,21.0,318258.9792,1000,0
132.5,50.01,262131.984,1000,0
132.5,51.01,258278.02559999996,1000,0
132.5,80.01,247631.9904,1000,0
132.5,80.0,103366.02240000002,1000,0
132.5,90.0,28602.028800000004,1000,0
132.5,100.0,11143.007999999983,1000,0
132.5,125.0,6845.990399999988,1000,0
132.5,92.0,6380.035200000009,1000,0
132.5,95.0,6253.027199999982,1000,0
132.5,98.0,6239.0304000000215,1000,0
132.5,100.0,6227.020800000031,1000,0
132.5,105.0,6192.028799999975,1000,0
132.5,130.0,5654.966400000032,1000,0
132.5,115.0,1846.022400000038,1000,0
132.5,120.0,1832.0256,1000,0
132.5,130.0,1823.0399999999718,1000,0
132.5,132.5,1708.0416000000127,1000,0
152.5,85.0,539984.9663999999,1000,0
152.5,82.0,354137.96160000004,1000,0
152.5,90.0,76422.00960000002,1000,0
152.5,110.0,74445.00480000001,1000,0
152.5,87.0,19053.964800000034,1000,0
152.5,90.0,19037.03039999997,1000,0
152.5,95.0,6457.968000000005,1000,0
152.5,100.0,6385.996799999998,1000,0
152.5,107.0,6276.960000000028,1000,0
152.5,112.0,6248.966400000028,1000,0
152.5,120.0,3729.0240000000267,1000,0
152.5,117.0,3445.027200000004,1000,0
152.5,122.0,3388.003200000014,1000,0
152.5,130.0,3264.019200000027,1000,0
152.5,150.0,40.00319999998965,1000,0
152.5,140.0,26.006400000028407,1000,0
152.5,150.0,19.007999999971048,1000,0
152.5,152.5,12.959999999969796,1000,0
142.5,9.99,531549.0432,1000,0
142.5,14.97,459273.9744,1000,0
142.5,15.0,450107.0208,1000,0
142.5,25.75,313917.984,1000,0
142.5,50.0,256752.0288,1000,0
142.5,31.33,246388.0032,1000,0
142.5,34.93,246365.02080000003,1000,0
142.5,39.98,190820.96639999998,1000,0
142.5,60.0,109440.97919999997,1000,0
142.5,60.0,106313.9904,1000,0
142.5,65.0,106306.04160000004,1000,0
142.5,66.66,99624.9888,1000,0
142.5,70.0,21570.01920000003,1000,0
142.5,80.0,18445.968,1000,0
142.5,73.0,18086.025600000026,1000,0
142.5,75.0,18069.004800000028,1000,0
142.5,80.0,17835.983999999993,1000,0
142.5,90.0,8864.98560000003,1000,0
142.5,100.05,8185.967999999968,1000,0
142.5,100.0,3457.0367999999944,1000,0
142.5,105.0,2665.9583999999995,1000,0
142.5,132.99,1027.0367999999792,1000,0
142.5,140.0,985.9967999999981,1000,0
142.5,110.0,616.032000000007,1000,0
142.5,125.0,597.9744000000153,1000,0
142.5,130.0,189.043200000026,1000,0
142.5,135.0,156.98879999999633,1000,0
142.5,142.5,141.00479999998754,1000,0
125.0,75.0,600880.9824,1000,0
125.0,76.0,5135.961600000004,1000,0
125.0,125.0,5107.968000000005,1000,0
125.0,80.0,4520.966399999989,1000,0
125.0,85.0,4506.969600000028,1000,0
125.0,87.0,4454.006399999991,1000,0
125.0,90.0,4445.020799999964,1000,0
125.0,92.0,1212.0191999999747,1000,0
125.0,95.0,1193.961599999983,1000,0
125.0,100.0,1142.9855999999945,1000,0
125.0,105.5,923.9615999999984,1000,0
125.0,112.0,775.9584000000302,1000,0
125.0,117.5,759.9744000000214,1000,0
125.0,125.0,555.9839999999781,1000,0
125.0,122.5,552.0096000000365,1000,0
125.0,125.0,404.0063999999916,1000,0
112.5,75.0,436717.9584,1000,0
